SEX,AGE,EMOT,WHEN,LONG,INTS,ERGO,TROPHO,TEMPER,EXPRES,MOVE,EXP1,EXP2,EXP10,PARAL,CON,EXPC,PLEA,SELF,RELA,VERBAL,Field1
1,28,7,4,3,2,0,2,0,0,0,0,0,0,0,2,2,3,2,2,2,7
2,28,7,3,3,4,2,2,2,0,1,0,0,0,0,3,3,2,3,3,0,7
1,18,7,3,3,2,0,0,0,1,0,0,0,0,1,3,1,3,1,2,0,7
2,20,7,1,4,4,0,0,0,0,-1,0,0,0,0,3,1,3,1,1,0,7
1,23,7,3,4,2,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,7
1,27,7,4,4,4,0,1,0,1,-1,0,0,0,0,2,1,3,1,0,0,7
1,19,7,1,4,2,0,0,0,1,-1,0,0,0,0,3,3,2,2,1,0,7
2,25,7,3,4,4,1,1,0,1,0,0,0,0,1,2,1,3,0,3,0,7
2,34,7,3,4,4,3,1,0,2,0,0,0,0,2,1,1,3,2,1,3,7
1,21,7,3,4,4,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7
1,21,7,3,1,1,0,0,0,0,0,0,0,0,0,2,2,3,1,2,2,7
2,28,7,4,4,3,2,0,0,2,-1,0,0,0,1,3,2,3,1,3,2,7
1,18,7,3,4,2,0,0,0,0,0,0,0,0,0,2,1,3,0,1,0,7
1,25,7,2,3,3,3,0,0,0,-1,0,0,0,1,2,3,3,1,1,0,7
2,27,7,4,4,2,1,0,-1,0,0,0,0,0,0,3,2,3,1,3,0,7
2,18,7,4,4,4,1,1,0,2,-1,0,1,0,1,2,0,3,1,0,1,7
1,21,7,3,4,3,0,0,0,1,0,0,0,0,1,1,2,3,1,2,0,7
1,20,7,3,1,2,0,0,0,2,1,0,0,0,0,1,1,2,2,2,3,7
2,35,7,3,3,1,0,0,0,0,0,0,0,0,0,2,1,1,0,2,0,7
2,21,7,4,4,4,1,0,-1,1,0,0,1,0,0,1,2,1,1,1,0,7
1,20,7,3,3,3,0,0,0,0,-1,0,0,0,0,2,1,3,1,2,0,7
1,30,7,3,3,2,0,0,0,0,0,0,0,0,0,1,2,3,1,2,0,7
1,19,7,2,3,4,2,0,0,0,-1,0,0,0,0,3,1,3,3,3,1,7
2,34,7,3,4,3,2,0,2,1,0,0,0,0,0,3,1,3,1,2,3,7
2,20,7,3,1,1,0,1,-1,2,0,0,0,0,1,3,1,3,1,2,3,7
2,33,7,2,4,2,0,0,-1,1,-1,0,0,0,0,2,1,3,1,1,2,7
1,23,7,2,3,3,1,1,-1,3,0,0,0,0,1,2,2,2,2,2,1,7
2,28,7,2,1,2,2,0,2,0,0,0,0,0,1,2,3,3,1,3,2,7
2,22,7,4,1,1,0,0,0,0,0,0,0,0,1,3,1,3,1,2,0,7
1,25,7,4,4,4,0,1,0,2,0,0,1,0,0,1,2,3,1,1,3,7
2,18,7,1,1,2,1,0,0,0,0,0,0,0,0,2,3,2,2,2,0,7
2,19,7,2,4,4,2,0,0,1,-1,1,0,1,0,3,2,3,3,1,0,7
1,19,7,1,3,2,0,0,0,0,-1,0,0,0,0,1,2,3,1,1,2,7
1,21,7,3,4,3,0,0,2,1,0,0,0,0,2,1,2,3,2,2,0,7
1,21,7,2,4,3,0,0,0,0,0,0,0,0,0,1,2,3,2,3,0,7
2,19,7,1,4,3,0,1,0,0,-1,0,0,0,0,3,1,3,1,0,0,7
2,23,7,3,4,3,0,1,0,0,0,0,0,1,0,1,1,3,1,1,0,7
1,24,7,3,4,1,0,0,0,0,0,0,0,0,0,3,3,1,3,3,0,7
1,18,7,2,4,3,0,0,0,0,0,0,0,0,0,2,2,3,2,2,2,7
1,20,7,3,3,2,0,1,0,0,0,0,0,0,0,2,2,3,0,3,0,7
1,23,7,3,3,2,0,0,0,0,0,0,0,0,0,2,1,3,1,2,0,7
1,25,7,3,3,2,0,0,0,0,0,0,0,0,0,1,1,3,2,1,3,7
1,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1,20,7,3,4,4,4,1,2,2,-1,1,0,0,0,1,3,1,1,1,3,7
1,19,7,1,2,2,0,1,2,1,0,0,0,0,0,3,2,3,2,2,2,7
2,19,7,4,4,3,0,1,0,0,1,0,0,0,0,2,2,3,0,1,1,7
1,20,7,2,1,1,0,0,0,0,0,0,0,0,0,1,1,3,1,1,2,7
1,23,7,3,4,3,1,1,2,0,0,0,0,0,2,1,1,3,1,1,0,7
1,30,7,1,2,4,1,1,0,2,0,0,0,0,0,3,3,1,3,3,0,7
1,23,7,3,4,2,1,0,0,1,0,0,0,0,0,1,1,3,1,1,2,7
2,19,7,3,4,2,2,0,2,2,-1,0,0,0,0,3,3,1,2,0,2,7
2,18,7,1,4,4,4,0,2,1,1,0,0,0,0,1,1,0,0,0,0,7
1,25,7,1,3,2,0,0,0,0,0,0,0,0,0,3,3,2,1,2,2,7
1,21,7,3,2,3,1,1,-1,1,-1,0,0,0,2,2,1,3,2,2,0,7
1,19,7,2,4,2,0,0,0,0,0,0,0,1,1,2,2,2,2,2,0,7
1,29,7,1,4,3,0,1,0,0,0,0,0,0,0,1,1,3,0,2,0,7
2,18,7,1,1,2,1,0,0,1,1,0,0,0,0,1,1,0,1,3,2,7
2,20,7,3,3,2,0,1,0,0,1,0,0,0,0,2,1,3,0,0,0,7
1,20,7,3,4,3,0,0,0,0,-1,0,0,1,0,2,1,3,1,1,1,7
1,23,7,1,1,3,2,0,-1,2,-1,0,0,0,0,3,2,1,1,1,1,7
1,23,7,3,4,2,2,1,-1,0,1,0,0,0,0,3,1,3,2,0,0,7
1,23,7,3,2,3,1,1,-1,1,1,1,0,0,0,3,2,2,3,1,0,7
2,30,7,1,4,3,3,2,0,2,-1,0,0,0,1,3,1,3,1,3,1,7
2,29,7,4,4,4,0,0,0,0,0,0,0,0,0,1,1,3,1,3,0,7
2,19,7,2,1,1,0,0,0,1,0,0,0,0,0,3,1,2,1,1,0,7
1,21,7,3,4,4,0,0,2,1,0,0,1,0,0,1,2,3,2,2,3,7
1,20,7,4,4,1,0,0,0,0,0,0,0,0,0,2,2,3,1,1,2,7
1,20,7,1,3,4,2,1,-1,0,-1,0,0,1,0,3,2,3,3,1,2,7
2,19,7,1,2,3,0,2,0,1,0,0,0,0,0,3,0,0,0,1,0,7
2,24,7,1,2,1,2,1,-1,2,0,0,0,0,0,2,2,3,1,1,0,7
2,20,7,4,3,2,3,0,0,1,0,0,0,0,0,2,2,3,0,0,0,7
1,20,7,4,4,4,0,1,0,0,-1,0,0,0,0,3,1,3,1,3,0,7
2,21,7,1,2,2,0,0,0,0,0,0,0,0,0,2,1,3,2,2,0,7
1,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1,19,7,4,3,2,0,0,0,0,0,0,0,0,2,2,1,3,0,2,3,7
1,33,7,3,4,4,0,0,0,0,0,0,0,0,0,2,2,3,0,1,0,7
2,24,7,1,2,1,0,0,0,0,0,0,0,0,0,2,2,2,1,1,0,7
1,22,7,1,1,2,0,1,0,0,1,0,0,0,0,2,2,2,3,3,0,7
1,21,7,4,4,4,4,2,0,3,-1,0,0,1,1,3,1,3,1,1,2,7
1,19,7,1,2,2,0,0,0,0,-1,0,0,0,0,2,2,3,1,1,0,7
2,22,7,1,2,3,0,0,2,1,0,0,0,0,0,1,2,3,2,2,2,7
1,23,7,3,4,4,0,0,0,0,0,0,0,0,0,1,2,3,3,2,0,7
1,25,7,4,4,3,0,1,0,1,0,0,1,0,0,3,1,2,0,2,0,7
2,25,7,1,2,1,1,1,0,2,0,0,0,0,1,3,1,3,0,0,3,7
1,20,7,3,4,1,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,7
1,22,7,1,3,3,0,0,2,1,0,0,0,0,0,1,1,3,3,3,3,7
2,22,7,3,3,2,0,0,0,1,0,0,1,0,0,2,2,3,3,2,0,7
2,23,7,3,4,4,1,1,0,0,1,0,0,0,0,2,3,3,3,3,0,7
2,19,7,2,4,4,2,2,0,2,-1,0,1,1,0,2,2,3,1,1,3,7
1,22,7,4,3,2,1,1,-1,2,-1,0,0,0,0,3,3,2,1,1,1,7
2,25,7,2,3,3,2,0,-1,1,0,0,0,1,1,3,1,3,1,1,3,7
2,33,7,4,4,4,2,1,-1,1,0,0,0,0,1,3,2,3,1,3,2,7
1,23,7,4,4,2,0,0,2,0,0,0,0,0,0,3,2,3,3,0,0,7
2,19,7,4,4,4,4,2,-1,2,-1,0,1,0,1,3,2,3,1,1,0,7
1,24,7,3,2,2,3,0,2,1,0,0,0,0,3,2,2,3,3,3,0,7
1,20,7,2,2,3,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,7
1,21,7,2,2,2,0,0,2,0,0,0,0,0,0,2,2,3,2,2,0,7
1,22,7,3,4,4,0,1,2,1,0,1,0,0,0,0,3,3,1,1,3,7
2,19,7,2,4,2,2,0,0,1,-1,0,0,0,0,3,1,3,1,2,0,7
2,21,7,1,1,3,0,0,0,0,0,0,0,0,0,1,3,3,2,2,0,7
1,21,7,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,7
2,28,7,1,4,2,1,0,-1,1,-1,0,0,0,0,3,2,3,1,0,0,7
1,27,7,2,3,1,3,0,0,1,-1,0,0,0,0,1,2,3,2,2,2,7
2,21,7,4,4,2,1,0,2,1,0,0,1,0,0,1,3,3,1,2,2,7
2,20,7,1,3,2,0,0,0,1,0,0,0,0,2,2,1,3,0,2,3,7
1,21,7,3,4,3,1,0,2,0,0,0,0,0,0,1,1,3,1,1,3,7
2,19,7,3,1,2,0,0,0,0,0,0,0,0,1,2,2,3,1,3,0,7
2,20,7,4,4,3,1,0,2,1,0,0,0,0,1,3,1,3,1,1,2,7
2,21,7,3,4,4,0,1,0,1,0,0,0,0,0,3,2,3,0,0,0,7
2,24,7,3,3,3,0,0,0,0,0,0,0,0,0,1,1,2,1,2,3,7
1,22,7,4,4,2,0,1,0,0,0,0,0,0,0,3,1,0,1,2,1,7
1,26,7,2,3,3,1,0,0,1,0,0,0,0,0,1,1,3,1,2,0,7
2,26,7,1,3,3,0,0,2,1,0,0,0,0,0,1,1,2,2,2,0,7
2,21,7,3,4,3,0,0,0,1,0,0,1,0,0,3,0,0,1,2,2,7
1,30,7,4,4,4,0,0,0,1,0,0,0,0,0,1,1,3,1,3,0,7
2,20,7,1,3,2,2,0,2,3,1,0,0,0,2,1,1,3,1,3,0,7
1,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1,22,7,3,1,2,0,0,0,0,0,0,0,0,0,1,0,3,1,2,0,7
1,25,7,3,4,4,2,1,2,1,0,0,0,0,2,3,2,3,1,1,0,7
2,19,7,3,4,2,4,1,-1,3,-1,0,0,0,0,3,3,2,1,2,0,7
1,20,7,3,3,2,0,0,0,0,-1,0,0,0,0,1,1,2,0,2,0,7
2,22,7,3,4,2,0,2,0,3,-1,0,1,0,1,3,2,3,2,1,0,7
1,18,7,3,3,3,3,0,2,0,-1,0,0,0,0,2,3,3,1,2,0,7
1,18,7,1,3,3,2,0,2,2,0,0,0,0,0,2,1,3,1,3,0,7
2,32,7,3,3,2,1,1,0,2,-1,0,0,0,0,3,3,3,1,1,1,7
2,20,7,4,4,3,1,1,0,1,-1,0,1,1,0,2,2,3,1,1,1,7
1,24,7,2,2,3,3,0,0,0,-1,0,0,0,0,1,1,3,2,2,0,7
2,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2,22,7,1,4,3,0,0,0,1,0,0,0,0,0,1,1,3,1,1,1,7
1,22,7,3,2,4,4,1,-1,4,-1,0,1,0,0,3,1,3,3,1,0,7
1,27,7,4,4,3,1,0,0,0,-1,0,0,0,0,3,1,3,1,2,0,7
2,24,7,3,4,3,0,0,0,0,0,0,0,0,0,2,1,3,0,2,0,7
2,18,7,2,1,2,0,0,0,0,0,0,0,0,0,3,1,1,2,1,2,7
1,25,7,4,4,4,4,1,2,2,-1,0,0,0,1,3,1,3,1,0,2,7
1,28,7,4,4,4,0,0,0,0,0,0,0,0,0,1,2,3,2,2,0,7
1,24,7,1,4,2,0,0,0,1,-1,0,0,0,0,2,2,3,3,3,0,7
2,33,7,0,1,2,1,1,0,0,0,0,0,0,0,0,3,2,0,0,2,7
1,21,7,1,2,3,0,0,2,0,0,0,0,0,0,1,1,3,2,2,0,7
1,22,7,2,2,2,0,0,2,0,0,0,0,0,0,3,1,3,2,2,0,7
1,28,7,3,3,2,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7
1,22,7,3,4,2,1,1,0,1,0,0,0,0,0,1,1,3,2,3,1,7
1,24,7,3,1,1,0,0,0,1,0,0,0,0,0,1,1,3,2,2,1,7
2,22,7,3,3,3,2,0,0,2,0,0,0,0,0,1,1,3,3,2,0,7
1,26,7,1,4,4,1,0,0,1,0,1,0,0,0,1,3,1,3,2,0,7
1,28,7,3,4,2,3,1,0,1,0,0,0,0,0,2,2,3,1,2,0,7
2,20,7,3,4,3,0,0,2,1,1,0,1,0,0,3,2,2,1,0,0,7
2,22,7,3,4,3,1,0,2,1,0,0,0,0,1,3,3,3,2,2,0,7
1,21,7,4,3,3,0,0,0,1,0,0,0,0,0,1,2,3,2,2,0,7
2,18,7,2,4,2,0,0,0,1,-1,0,0,0,0,3,2,3,1,0,0,7
2,19,7,3,4,3,0,0,0,1,0,0,0,0,1,2,1,3,1,3,1,7
1,23,7,1,2,1,0,1,0,0,-1,0,0,0,0,3,1,3,0,3,0,7
1,25,7,3,1,2,0,0,0,0,0,0,0,0,0,3,2,1,1,3,0,7
1,20,7,4,3,2,0,0,0,0,0,0,0,0,0,3,1,3,1,1,0,7
2,20,7,1,3,2,0,0,0,1,0,0,0,0,0,1,2,3,1,3,0,7
1,22,7,1,4,2,0,0,2,0,0,0,0,0,0,1,2,3,2,2,0,7
2,20,7,2,3,3,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,7
2,22,7,1,4,2,0,1,0,0,0,0,0,0,0,2,2,3,0,1,0,7
1,19,7,2,1,3,1,0,0,0,0,0,0,0,0,2,3,3,3,2,0,7
1,24,7,3,4,1,0,0,0,0,1,0,0,0,0,1,1,3,2,1,0,7
2,26,7,2,4,4,4,1,2,4,-1,0,1,0,3,1,1,3,1,2,3,7
1,22,7,4,4,3,0,0,0,1,0,0,0,0,0,2,1,3,1,2,0,7
2,23,7,4,4,4,0,1,0,0,0,0,0,0,0,1,1,3,1,1,0,7
2,20,7,1,4,2,0,0,1,2,0,0,0,0,0,1,1,3,1,1,0,7
2,24,7,1,4,2,0,1,0,1,0,0,1,0,0,3,1,3,0,2,3,7
2,20,7,3,2,3,1,1,0,0,-1,0,0,0,0,3,2,3,1,2,0,7
1,19,7,1,2,2,0,1,0,2,0,0,0,0,2,1,2,3,3,2,0,7
2,18,7,2,2,2,0,0,0,0,-1,0,0,0,0,2,2,3,1,1,1,7
1,34,7,1,1,3,2,1,0,1,0,0,0,0,1,1,1,3,2,2,2,7
2,18,7,4,3,3,0,0,0,0,0,0,0,0,1,3,3,3,3,1,0,7
2,20,7,1,2,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,7
2,25,7,4,4,4,0,0,0,3,1,0,1,0,0,1,0,3,1,1,1,7
2,19,7,1,2,2,2,0,0,1,-1,0,0,0,0,2,3,3,1,2,3,7
2,18,7,4,3,3,0,2,0,0,-1,0,0,0,0,3,0,3,1,2,0,7
1,21,7,1,3,4,3,0,-1,2,0,0,0,0,0,3,3,3,0,2,0,7
2,20,7,3,4,2,1,0,0,0,0,0,0,0,0,1,1,3,1,2,2,7
2,21,7,4,4,2,1,0,-1,1,0,0,1,0,0,2,3,3,2,2,0,7
2,18,7,3,4,4,1,2,2,0,-1,0,0,0,0,3,1,1,3,2,2,7
2,20,7,3,4,3,1,1,0,0,0,0,0,0,0,3,2,2,2,3,0,7
1,23,7,4,4,4,0,0,2,0,0,0,0,0,0,3,1,3,1,0,0,7
1,22,7,4,4,3,0,0,0,0,0,0,0,0,0,3,2,3,1,2,1,7
1,24,7,4,4,4,2,0,0,1,-1,0,0,0,0,2,1,3,1,0,0,7
2,22,7,1,1,2,0,0,0,1,0,0,0,0,0,1,2,3,0,2,1,7
1,24,7,3,4,4,4,0,2,1,1,0,0,1,2,2,1,3,1,1,1,7
2,20,7,1,1,1,0,1,0,0,0,0,0,0,0,3,0,0,1,2,0,7
1,21,7,4,3,2,0,0,0,1,0,1,0,0,0,3,1,1,1,1,0,7
1,18,7,2,2,1,0,0,0,1,0,0,0,0,0,1,2,3,2,2,1,7
2,18,7,3,3,3,4,0,0,1,1,1,0,0,0,2,1,3,1,2,0,7
1,22,7,2,4,4,1,1,0,2,0,0,0,1,0,2,1,3,1,0,1,7
2,18,7,2,2,2,1,0,0,3,1,0,1,0,2,1,2,3,1,2,3,7
2,20,7,2,1,2,3,0,0,1,0,0,0,0,1,1,2,3,2,2,0,7
1,30,7,1,2,2,0,1,0,1,0,0,0,0,0,1,2,3,1,1,3,7
2,20,7,3,3,2,4,2,-1,2,0,0,0,0,1,0,3,3,1,0,1,7
2,19,7,1,1,2,0,0,0,0,0,0,0,0,0,1,3,2,1,2,1,7
1,26,7,4,4,2,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,7
2,18,7,1,3,3,0,0,2,1,0,0,0,0,0,2,0,3,1,1,3,7
2,20,7,1,4,2,1,0,0,0,1,0,0,0,1,2,1,2,1,2,0,7
2,20,7,2,3,1,0,1,0,0,-1,0,0,0,0,2,2,3,2,2,1,7
1,25,7,4,3,2,0,0,0,0,0,0,0,0,0,2,1,2,1,2,0,7
2,19,7,1,1,1,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,7
1,21,7,4,2,3,0,0,0,0,1,0,0,0,0,1,2,3,2,1,0,7
2,18,7,2,4,4,1,1,-1,1,-1,0,1,0,2,3,1,3,1,1,0,7
2,18,7,4,4,2,1,0,-1,0,0,0,0,0,0,3,3,1,0,2,0,7
2,19,7,4,4,2,2,0,2,0,0,0,0,0,0,3,1,3,1,2,0,7
1,24,7,4,3,4,4,2,-1,2,-1,0,0,0,3,2,1,3,1,2,0,7
1,24,7,2,1,2,1,0,2,1,-1,0,0,1,1,1,2,2,1,2,1,7
2,19,7,3,4,3,0,1,2,1,-1,0,0,0,0,3,3,3,1,2,0,7
1,23,7,3,3,2,1,1,0,0,-1,0,0,0,0,2,0,3,1,0,1,7
2,20,7,1,4,4,0,0,0,1,-1,0,1,0,0,2,1,3,2,1,0,7
2,25,7,2,4,3,0,1,2,2,0,0,1,0,0,2,2,3,1,1,0,7
2,20,7,2,2,3,0,0,2,2,0,0,0,0,1,2,1,3,1,1,3,7
2,22,7,3,1,2,2,0,0,0,-1,0,0,0,0,3,1,2,2,2,0,7
1,22,7,4,4,4,1,2,0,0,0,0,0,0,0,0,1,3,1,1,0,7
1,21,7,3,4,4,0,1,0,0,-1,0,0,0,0,1,3,3,2,1,0,7
2,20,7,3,4,3,1,1,2,3,0,0,0,0,1,1,1,3,1,1,2,7
2,22,7,1,3,2,0,0,0,0,0,0,0,0,0,2,2,3,1,1,1,7
1,20,7,3,1,3,0,1,0,0,0,0,0,0,0,3,1,3,1,2,0,7
2,32,7,2,4,4,2,1,2,0,0,0,0,0,1,3,1,3,1,2,0,7
1,21,7,3,4,3,1,0,0,0,-1,0,0,0,1,1,2,3,1,0,0,7
2,18,7,4,2,2,2,1,-1,1,-1,0,0,0,0,3,1,3,1,1,0,7
1,22,7,3,4,4,0,0,0,1,-1,0,1,0,0,2,1,3,1,1,0,7
2,18,7,2,3,4,0,1,0,1,0,0,0,0,1,3,1,0,1,0,0,7
1,18,7,2,3,2,2,1,0,1,-1,0,0,0,1,3,1,3,1,2,3,7
2,19,7,3,3,3,2,1,2,2,1,0,0,0,3,2,1,3,0,3,2,7
2,18,7,2,3,2,4,0,0,2,0,0,1,0,1,2,1,3,1,2,1,7
2,32,7,4,4,2,0,0,0,0,-1,0,0,0,0,2,3,3,2,1,1,7
2,18,7,1,1,1,1,1,1,0,0,0,0,0,1,3,2,3,1,2,1,7
1,21,7,2,1,1,0,0,0,0,-1,0,0,0,0,0,0,2,1,2,1,7
2,19,7,3,4,4,2,0,0,2,0,0,1,0,1,3,0,2,1,1,0,7
2,32,7,1,1,2,0,1,0,0,1,0,0,0,0,2,2,3,1,2,3,7
1,23,7,2,4,2,1,0,0,1,0,1,0,0,0,3,2,1,0,1,3,7
2,19,7,4,4,4,0,0,0,1,0,0,1,0,0,1,1,3,2,2,0,7
1,32,7,4,4,4,1,0,0,0,-1,0,0,0,0,3,1,3,1,1,0,7
2,19,7,4,4,3,0,1,0,1,-1,0,1,0,0,3,2,3,0,1,0,7
2,18,7,4,3,2,1,0,0,0,0,0,0,0,0,3,2,3,1,2,0,7
2,20,7,3,4,3,0,0,0,0,0,0,0,0,0,3,3,3,1,1,0,7
2,22,7,3,4,2,0,0,2,1,0,1,0,0,0,2,1,3,3,3,0,7
2,19,7,3,4,2,0,1,0,0,-1,0,0,0,0,3,0,3,1,1,0,7
1,30,7,4,4,4,3,1,0,2,0,0,1,0,1,2,2,3,1,0,1,7
1,21,7,4,4,3,0,1,0,1,0,0,0,0,1,2,1,3,3,2,0,7
2,24,7,2,3,4,0,0,-1,1,-1,0,0,0,0,2,1,3,2,2,0,7
1,23,7,4,4,4,2,1,2,1,0,0,0,0,0,1,1,3,0,0,2,7
2,28,7,3,4,3,1,1,-1,3,0,0,0,0,0,1,1,3,1,0,3,7
1,25,7,4,2,2,0,0,0,0,0,0,0,0,0,2,1,3,0,2,0,7
2,19,7,3,3,2,0,0,0,0,1,0,0,0,0,2,2,3,0,2,0,7
2,18,7,2,3,3,0,1,0,1,1,0,1,0,0,1,1,3,1,3,1,7
2,30,7,3,4,2,0,1,0,1,0,0,0,0,0,1,1,3,1,2,0,7
1,31,7,3,4,4,3,0,0,1,0,0,0,0,1,3,1,3,1,2,1,7
1,21,7,4,4,4,1,2,0,2,-1,0,0,0,0,2,2,1,1,0,0,7
2,18,7,3,4,4,0,2,0,1,-1,0,1,0,0,1,1,3,1,2,0,7
2,21,7,3,4,2,0,0,0,0,0,0,0,0,0,2,2,3,1,2,0,7
1,24,7,1,3,1,2,0,0,1,0,0,0,0,0,3,1,3,0,2,2,7
2,21,7,1,3,1,0,1,0,0,1,0,0,0,0,3,1,1,0,2,3,7
1,23,7,3,1,3,0,0,0,0,0,0,0,0,0,2,1,3,1,0,0,7
2,19,7,1,3,3,0,1,0,1,0,0,0,0,1,2,2,3,1,0,0,7
1,20,7,1,3,3,2,1,0,1,-1,0,0,0,0,2,1,3,0,2,2,7
2,22,7,2,2,3,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,7
1,25,7,1,1,2,1,1,0,2,-1,0,0,0,2,2,2,3,2,2,2,7
2,18,7,1,3,2,0,0,0,1,0,0,0,0,0,1,2,2,1,0,2,7
1,19,7,1,2,2,1,1,2,1,0,1,0,0,0,2,1,3,1,0,0,7
2,20,7,1,3,3,0,1,-1,0,0,0,0,0,0,3,1,3,2,0,0,7
1,21,7,3,2,1,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,7
1,21,7,1,2,2,2,1,0,3,1,1,0,0,1,3,1,2,2,3,1,7
1,29,7,3,2,3,1,0,-1,2,0,0,0,0,1,1,1,3,3,1,0,7
1,20,7,4,4,4,0,0,0,0,0,0,0,0,0,2,1,3,3,2,0,7
1,21,7,1,3,2,4,0,0,4,0,1,0,0,3,2,2,1,3,1,3,7
1,35,7,3,3,3,2,0,0,2,0,0,0,0,1,1,1,3,1,1,0,7
2,19,7,2,2,3,1,1,0,2,0,0,0,0,0,2,3,3,2,3,1,7
2,20,7,2,4,2,1,1,0,1,0,0,1,0,0,2,1,3,0,0,0,7
2,19,7,2,4,3,0,1,0,0,0,0,0,0,0,3,1,3,1,1,0,7
1,22,7,1,3,2,1,1,0,2,-1,0,0,0,1,2,2,3,1,1,3,7
2,25,7,4,1,1,0,0,0,1,0,0,1,0,0,1,1,3,2,2,0,7
1,21,7,3,3,2,0,1,0,0,-1,0,0,0,0,2,2,3,2,1,1,7
1,21,7,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,0,2,2,7
2,19,7,2,3,3,0,2,0,1,0,1,0,0,1,1,3,1,1,2,0,7
1,23,7,1,2,2,0,0,0,0,-1,0,0,0,0,3,2,3,1,0,0,7
2,34,7,4,4,2,2,0,2,2,1,0,0,0,1,2,1,3,1,1,1,7
2,18,7,4,2,2,2,1,2,2,0,0,0,0,0,3,2,2,2,1,1,7
1,35,7,4,3,2,0,1,0,0,-1,0,0,0,0,2,2,3,2,2,0,7
2,21,7,1,1,1,0,0,0,0,0,0,0,0,0,3,1,3,1,1,0,7
2,19,7,1,2,3,0,1,0,0,0,0,0,0,0,3,2,3,3,1,1,7
2,23,7,1,1,1,0,0,0,2,1,0,0,0,1,1,1,3,2,2,3,7
2,24,7,4,4,2,0,0,0,1,0,0,1,0,0,2,2,3,3,0,0,7
1,32,7,1,2,3,0,0,-1,1,0,0,0,0,0,3,1,2,1,2,2,7
1,21,7,2,3,2,0,0,0,1,-1,0,0,0,0,3,1,3,2,2,1,7
1,22,7,2,4,2,0,0,0,0,0,0,0,0,0,3,2,3,1,2,0,7
1,27,7,1,2,2,1,1,2,2,-1,0,0,0,0,1,1,3,1,0,3,7
1,22,7,4,4,1,0,0,0,0,0,0,0,0,0,3,2,3,2,2,1,7
2,18,7,1,3,3,0,0,0,0,0,0,0,1,0,1,1,3,1,2,1,7
2,33,7,4,4,2,0,1,0,1,0,0,0,0,0,2,2,3,1,1,3,7
2,33,7,1,4,2,1,0,0,1,-1,0,0,0,1,2,1,3,1,1,0,7
2,19,7,4,4,4,1,1,0,1,0,0,0,0,0,1,1,3,0,2,0,7
1,20,7,2,4,4,2,0,-1,2,0,0,0,0,2,1,0,1,1,0,0,7
1,18,7,3,4,3,2,1,0,1,1,0,1,0,2,2,3,3,1,3,3,7
1,21,7,4,4,3,1,0,0,1,0,0,1,0,0,3,2,3,1,3,0,7
2,21,7,4,3,3,0,0,0,1,0,0,0,1,0,0,2,3,0,1,2,7
2,35,7,2,3,2,1,1,0,2,0,0,1,0,2,1,2,3,1,1,3,7
2,21,7,1,4,4,2,2,2,1,0,0,0,0,0,2,1,3,1,2,2,7
1,27,7,4,3,4,1,0,0,1,0,0,0,0,0,2,1,3,1,3,0,7
1,24,7,3,3,2,1,1,0,1,0,0,1,1,0,2,1,3,2,2,0,7
2,18,7,4,4,4,4,1,2,0,-1,0,0,0,0,3,1,3,1,1,0,7
1,25,7,3,4,4,0,0,0,3,0,0,1,0,0,0,1,3,1,0,0,7
2,20,7,4,3,4,1,1,0,1,0,0,0,0,0,3,1,2,1,1,0,7
2,19,7,3,3,2,0,0,0,0,0,0,0,0,0,3,2,3,1,2,0,7
1,21,7,4,3,2,0,0,-1,1,0,0,0,0,1,3,1,3,2,1,0,7
2,21,7,1,2,3,3,0,0,1,0,0,0,0,2,3,2,3,1,2,3,7
1,22,7,4,4,2,3,2,-1,2,-1,0,0,0,0,2,1,3,1,1,0,7
1,20,7,3,4,1,0,0,0,0,0,0,0,0,0,2,3,0,2,1,0,7
2,32,7,2,3,3,1,1,0,2,-1,0,1,0,0,2,2,3,1,0,0,7
1,31,7,3,4,3,0,0,0,0,0,0,0,0,0,3,2,3,3,1,0,7
2,21,7,2,3,3,0,0,0,1,0,0,0,0,0,3,2,3,2,2,0,7
2,20,7,4,4,3,0,0,0,0,0,0,0,0,0,2,2,3,0,3,0,7
1,21,7,1,2,2,0,0,0,1,0,0,0,0,0,3,1,3,0,2,1,7
1,19,7,4,4,4,1,1,-1,1,0,0,1,0,2,1,1,3,1,2,2,7
